Nome,Label
Good_data03_good (422).jpg,1
Bad_data01_bad (369).jpg,0
Good_data03_good (332).jpg,1
Bad_data01_bad (457).jpg,0
Good_data03_good (364).jpg,1
Good_data03_good (279).jpg,1
Good_data03_good (173).jpg,1
Good_data03_good (95).jpg,1
Good_data03_good (148).jpg,1
Good_data03_good (412).jpg,1
Good_data03_good (146).jpg,1
Good_data03_good (192).jpg,1
Good_data03_good (398).jpg,1
Good_data03_good (98).jpg,1
Bad_data01_bad (366).jpg,0
Bad_data01_bad (298).jpg,0
Bad_data01_bad (227).jpg,0
Good_data03_good (435).jpg,1
Good_data03_good (71).jpg,1
Bad_data01_bad (79).jpg,0
Good_data03_good (363).jpg,1
Good_data03_good (251).jpg,1
Bad_data01_bad (486).jpg,0
Good_data03_good (274).jpg,1
Good_data03_good (476).jpg,1
Bad_data01_bad (279).jpg,0
Good_data03_good (323).jpg,1
Good_data03_good (176).jpg,1
Bad_data01_bad (443).jpg,0
Bad_data01_bad (52).jpg,0
Good_data03_good (216).jpg,1
Good_data03_good (16).jpg,1
Bad_data01_bad (86).jpg,0
Good_data03_good (55).jpg,1
Good_data03_good (169).jpg,1
Good_data03_good (298).jpg,1
Good_data03_good (117).jpg,1
Bad_data01_bad (85).jpg,0
Good_data03_good (21).jpg,1
Bad_data01_bad (134).jpg,0
Bad_data01_bad (415).jpg,0
Bad_data01_bad (382).jpg,0
Good_data03_good (499).jpg,1
Bad_data01_bad (462).jpg,0
Good_data03_good (126).jpg,1
Bad_data01_bad (206).jpg,0
Good_data03_good (286).jpg,1
Bad_data01_bad (133).jpg,0
Good_data03_good (441).jpg,1
Good_data03_good (431).jpg,1
Good_data03_good (360).jpg,1
Bad_data01_bad (205).jpg,0
Good_data03_good (352).jpg,1
Bad_data01_bad (218).jpg,0
Bad_data01_bad (150).jpg,0
Bad_data01_bad (241).jpg,0
Bad_data01_bad (40).jpg,0
Good_data03_good (433).jpg,1
Good_data03_good (397).jpg,1
Bad_data01_bad (416).jpg,0
Bad_data01_bad (359).jpg,0
Good_data03_good (61).jpg,1
Bad_data01_bad (104).jpg,0
Good_data03_good (481).jpg,1
Bad_data01_bad (303).jpg,0
Bad_data01_bad (485).jpg,0
Bad_data01_bad (311).jpg,0
Bad_data01_bad (34).jpg,0
Bad_data01_bad (391).jpg,0
Bad_data01_bad (56).jpg,0
Good_data03_good (451).jpg,1
Good_data03_good (393).jpg,1
Good_data03_good (288).jpg,1
Good_data03_good (262).jpg,1
Bad_data01_bad (447).jpg,0
Good_data03_good (480).jpg,1
