Nome,Label
Good_good_tomato (28).jpg,1
Bad_bad_tomato (104).jpg,0
Bad_bad_tomato (1).jpg,0
Good_good_tomato (112).jpg,1
Good_good_tomato (126).jpg,1
Bad_bad_tomato (80).jpg,0
Bad_bad_tomato (178).jpg,0
Bad_bad_tomato (140).jpg,0
Good_good_tomato (128).jpg,1
Good_good_tomato (135).jpg,1
Bad_bad_tomato (57).jpg,0
Good_good_tomato (108).jpg,1
Good_good_tomato (148).jpg,1
Good_good_tomato (66).jpg,1
Bad_bad_tomato (11).jpg,0
Good_good_tomato (143).jpg,1
Bad_bad_tomato (84).jpg,0
Bad_bad_tomato (73).jpg,0
Good_good_tomato (100).jpg,1
Bad_bad_tomato (177).jpg,0
Good_good_tomato (116).jpg,1
Bad_bad_tomato (150).jpg,0
Good_good_tomato (36).jpg,1
Good_good_tomato (89).jpg,1
Good_good_tomato (138).jpg,1
Good_good_tomato (19).jpg,1
Bad_bad_tomato (34).jpg,0
Good_good_tomato (150).jpg,1
Bad_bad_tomato (130).jpg,0
Good_good_tomato (83).jpg,1
Good_good_tomato (14).jpg,1
Good_good_tomato (44).jpg,1
Bad_bad_tomato (39).jpg,0
Good_good_tomato (129).jpg,1
Good_good_tomato (21).jpg,1
Good_good_tomato (159).jpg,1
Bad_bad_tomato (181).jpg,0
Bad_bad_tomato (176).jpg,0
Bad_bad_tomato (6).jpg,0
Good_good_tomato (69).jpg,1
Good_good_tomato (43).jpg,1
Bad_bad_tomato (155).jpg,0
Bad_bad_tomato (154).jpg,0
Bad_bad_tomato (29).jpg,0
Bad_bad_tomato (129).jpg,0
Good_good_tomato (76).jpg,1
Good_good_tomato (90).jpg,1
Bad_bad_tomato (122).jpg,0
Bad_bad_tomato (16).jpg,0
Bad_bad_tomato (172).jpg,0
Good_good_tomato (163).jpg,1
Good_good_tomato (75).jpg,1
Good_good_tomato (20).jpg,1
Bad_bad_tomato (26).jpg,0
Good_good_tomato (110).jpg,1
Bad_bad_tomato (48).jpg,0
Bad_bad_tomato (19).jpg,0
Good_good_tomato (46).jpg,1
Good_good_tomato (99).jpg,1
Good_good_tomato (93).jpg,1
Good_good_tomato (56).jpg,1
Good_good_tomato (48).jpg,1
Good_good_tomato (11).jpg,1
Bad_bad_tomato (33).jpg,0
Bad_bad_tomato (63).jpg,0
Good_good_tomato (104).jpg,1
Bad_bad_tomato (183).jpg,0
Bad_bad_tomato (138).jpg,0
Good_good_tomato (168).jpg,1
Good_good_tomato (45).jpg,1
Bad_bad_tomato (72).jpg,0
Bad_bad_tomato (20).jpg,0
Good_good_tomato (121).jpg,1
Good_good_tomato (72).jpg,1
Good_good_tomato (23).jpg,1
Bad_bad_tomato (107).jpg,0
Bad_bad_tomato (46).jpg,0
Good_good_tomato (107).jpg,1
Good_good_tomato (8).jpg,1
Good_good_tomato (130).jpg,1
Bad_bad_tomato (50).jpg,0
